"Notes"	"Month"	"Month Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Jun., 2018"	"2018/06"	"North Carolina"	"37"	217	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Ohio"	"39"	323	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Oklahoma"	"40"	63	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Oregon"	"41"	48	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Pennsylvania"	"42"	419	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Rhode Island"	"44"	34	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"South Carolina"	"45"	94	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Tennessee"	"47"	142	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Texas"	"48"	279	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Utah"	"49"	58	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Vermont"	"50"	10	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Virginia"	"51"	110	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Washington"	"53"	99	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"West Virginia"	"54"	71	Not Applicable	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Wisconsin"	"55"	88	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Alabama"	"01"	67	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Arizona"	"04"	187	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Arkansas"	"05"	44	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"California"	"06"	476	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Colorado"	"08"	95	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Connecticut"	"09"	96	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Delaware"	"10"	27	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"District of Columbia"	"11"	23	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Florida"	"12"	402	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Georgia"	"13"	124	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Hawaii"	"15"	19	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Idaho"	"16"	28	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Illinois"	"17"	246	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Indiana"	"18"	145	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Iowa"	"19"	22	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Kansas"	"20"	39	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Kentucky"	"21"	111	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Louisiana"	"22"	83	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Maine"	"23"	38	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Maryland"	"24"	174	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Massachusetts"	"25"	207	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Michigan"	"26"	248	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Minnesota"	"27"	56	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Mississippi"	"28"	30	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Missouri"	"29"	140	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Montana"	"30"	10	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Nebraska"	"31"	11	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Nevada"	"32"	82	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"New Hampshire"	"33"	53	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"New Jersey"	"34"	236	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"New Mexico"	"35"	50	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"New York"	"36"	328	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"North Carolina"	"37"	183	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Ohio"	"39"	355	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Oklahoma"	"40"	51	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Oregon"	"41"	34	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Pennsylvania"	"42"	398	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Rhode Island"	"44"	22	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"South Carolina"	"45"	94	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Tennessee"	"47"	163	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Texas"	"48"	283	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Utah"	"49"	57	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Vermont"	"50"	17	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Virginia"	"51"	114	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Washington"	"53"	99	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"West Virginia"	"54"	73	Not Applicable	Not Applicable	Not Applicable
	"Jul., 2018"	"2018/07"	"Wisconsin"	"55"	82	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Alabama"	"01"	59	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Alaska"	"02"	11	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Arizona"	"04"	163	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Arkansas"	"05"	48	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"California"	"06"	480	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Colorado"	"08"	84	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Connecticut"	"09"	81	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Delaware"	"10"	46	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"District of Columbia"	"11"	21	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Florida"	"12"	387	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Georgia"	"13"	115	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Hawaii"	"15"	16	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Idaho"	"16"	16	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Illinois"	"17"	205	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Indiana"	"18"	133	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Iowa"	"19"	22	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Kansas"	"20"	31	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Kentucky"	"21"	129	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Louisiana"	"22"	81	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Maine"	"23"	31	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Maryland"	"24"	164	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Massachusetts"	"25"	182	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Michigan"	"26"	215	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Minnesota"	"27"	48	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Mississippi"	"28"	33	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Missouri"	"29"	150	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Nevada"	"32"	75	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"New Hampshire"	"33"	35	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"New Jersey"	"34"	270	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"New Mexico"	"35"	49	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"New York"	"36"	320	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"North Carolina"	"37"	189	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Ohio"	"39"	379	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Oklahoma"	"40"	61	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Oregon"	"41"	43	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Pennsylvania"	"42"	389	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Rhode Island"	"44"	27	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"South Carolina"	"45"	85	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Tennessee"	"47"	149	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Texas"	"48"	284	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Utah"	"49"	60	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Virginia"	"51"	142	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Washington"	"53"	105	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"West Virginia"	"54"	90	Not Applicable	Not Applicable	Not Applicable
	"Aug., 2018"	"2018/08"	"Wisconsin"	"55"	94	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Alabama"	"01"	64	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Arizona"	"04"	110	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Arkansas"	"05"	28	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"California"	"06"	476	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Colorado"	"08"	66	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Connecticut"	"09"	87	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Delaware"	"10"	34	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"District of Columbia"	"11"	24	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Florida"	"12"	383	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Georgia"	"13"	119	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Hawaii"	"15"	21	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Idaho"	"16"	19	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Illinois"	"17"	220	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Indiana"	"18"	130	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Iowa"	"19"	27	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Kansas"	"20"	27	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Kentucky"	"21"	108	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Louisiana"	"22"	90	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Maine"	"23"	24	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Maryland"	"24"	166	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Massachusetts"	"25"	168	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Michigan"	"26"	199	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Minnesota"	"27"	48	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Mississippi"	"28"	28	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Missouri"	"29"	137	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Montana"	"30"	12	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Nevada"	"32"	47	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"New Hampshire"	"33"	35	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"New Jersey"	"34"	242	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"New Mexico"	"35"	44	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"New York"	"36"	275	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"North Carolina"	"37"	207	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"North Dakota"	"38"	10	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Ohio"	"39"	355	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Oklahoma"	"40"	53	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Oregon"	"41"	42	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Pennsylvania"	"42"	368	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Rhode Island"	"44"	25	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"South Carolina"	"45"	86	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Tennessee"	"47"	149	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Texas"	"48"	260	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Utah"	"49"	40	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Vermont"	"50"	18	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Virginia"	"51"	155	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Washington"	"53"	101	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"West Virginia"	"54"	61	Not Applicable	Not Applicable	Not Applicable
	"Sep., 2018"	"2018/09"	"Wisconsin"	"55"	87	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Alabama"	"01"	50	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Arizona"	"04"	122	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Arkansas"	"05"	30	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"California"	"06"	450	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Colorado"	"08"	81	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Connecticut"	"09"	85	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Delaware"	"10"	42	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"District of Columbia"	"11"	15	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Florida"	"12"	373	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Georgia"	"13"	107	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Hawaii"	"15"	11	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Idaho"	"16"	16	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Illinois"	"17"	247	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Indiana"	"18"	153	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Iowa"	"19"	22	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Kansas"	"20"	28	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Kentucky"	"21"	113	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Louisiana"	"22"	85	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Maine"	"23"	23	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Maryland"	"24"	168	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Massachusetts"	"25"	167	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Michigan"	"26"	195	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Minnesota"	"27"	56	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Mississippi"	"28"	21	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Missouri"	"29"	155	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Montana"	"30"	11	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Nevada"	"32"	55	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"New Hampshire"	"33"	39	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"New Jersey"	"34"	276	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"New Mexico"	"35"	33	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"New York"	"36"	325	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"North Carolina"	"37"	194	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Ohio"	"39"	328	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Oklahoma"	"40"	58	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Oregon"	"41"	39	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Pennsylvania"	"42"	360	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Rhode Island"	"44"	30	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"South Carolina"	"45"	98	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Tennessee"	"47"	142	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Texas"	"48"	229	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Utah"	"49"	39	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Vermont"	"50"	16	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Virginia"	"51"	136	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Washington"	"53"	102	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"West Virginia"	"54"	72	Not Applicable	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Wisconsin"	"55"	88	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Alabama"	"01"	51	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Alaska"	"02"	13	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Arizona"	"04"	145	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Arkansas"	"05"	31	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"California"	"06"	390	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Colorado"	"08"	68	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Connecticut"	"09"	92	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Delaware"	"10"	38	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"District of Columbia"	"11"	19	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Florida"	"12"	423	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Georgia"	"13"	109	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Hawaii"	"15"	20	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Idaho"	"16"	15	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Illinois"	"17"	194	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Indiana"	"18"	122	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Iowa"	"19"	21	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Kansas"	"20"	20	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Kentucky"	"21"	106	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Louisiana"	"22"	92	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Maine"	"23"	30	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Maryland"	"24"	172	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Massachusetts"	"25"	172	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Michigan"	"26"	201	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Minnesota"	"27"	60	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Mississippi"	"28"	28	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Missouri"	"29"	137	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Nebraska"	"31"	16	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Nevada"	"32"	49	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"New Hampshire"	"33"	36	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"New Jersey"	"34"	226	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"New Mexico"	"35"	29	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"New York"	"36"	268	Not Applicable	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"North Carolina"	"37"	176	Not Applicable	Not Applicable	Not Applicable
